sourceProject,sourceScenarioKey,sourceCaseKey,caseKey,caseName,caseWeight,scenarioKey,scenario,directionalScore,legalStability,rightsProtection,democraticResponsiveness,independenceAccountabilityBalance,legitimacy,partisanAlignment,shadowDocketAbuse,constitutionalConflict,reversalRate
Supreme Court Simulator Design,legislative-override-window,strong-mandate-legislation,scd__strong-mandate-legislation,Supreme Court Simulator Design: Strong-Mandate Legislation,0.750,scd__legislative-override-window,Supreme Court Simulator Design: Time-limited legislative override window,0.628,0.704,0.638,0.582,0.776,0.576,0.010,0.055,0.337,0.017
Supreme Court Simulator Design,constitutional-remand,strong-mandate-legislation,scd__strong-mandate-legislation,Supreme Court Simulator Design: Strong-Mandate Legislation,0.750,scd__constitutional-remand,Supreme Court Simulator Design: Constitutional remand before invalidation,0.628,0.722,0.631,0.590,0.783,0.596,0.016,0.058,0.322,0.011
Supreme Court Simulator Design,public-interest-litigation-filter,strong-mandate-legislation,scd__strong-mandate-legislation,Supreme Court Simulator Design: Strong-Mandate Legislation,0.750,scd__public-interest-litigation-filter,Supreme Court Simulator Design: Public-interest litigation filter,0.630,0.706,0.641,0.581,0.776,0.583,0.016,0.056,0.327,0.016
Supreme Court Simulator Design,emergency-integrity-package,strong-mandate-legislation,scd__strong-mandate-legislation,Supreme Court Simulator Design: Strong-Mandate Legislation,0.750,scd__emergency-integrity-package,Supreme Court Simulator Design: Emergency integrity package,0.628,0.708,0.641,0.582,0.784,0.616,0.013,0.011,0.327,0.018
Supreme Court Simulator Design,remand-override-window-package,strong-mandate-legislation,scd__strong-mandate-legislation,Supreme Court Simulator Design: Strong-Mandate Legislation,0.750,scd__remand-override-window-package,Supreme Court Simulator Design: Constitutional remand with override window,0.626,0.722,0.632,0.590,0.786,0.604,0.015,0.032,0.321,0.013
Supreme Court Simulator Design,panel-jurisdiction-safeguards,strong-mandate-legislation,scd__strong-mandate-legislation,Supreme Court Simulator Design: Strong-Mandate Legislation,0.750,scd__panel-jurisdiction-safeguards,Supreme Court Simulator Design: Random panels with jurisdiction safeguards,0.627,0.705,0.635,0.581,0.782,0.619,0.025,0.047,0.331,0.015
Supreme Court Simulator Design,council-concrete-hybrid,strong-mandate-legislation,scd__strong-mandate-legislation,Supreme Court Simulator Design: Strong-Mandate Legislation,0.750,scd__council-concrete-hybrid,Supreme Court Simulator Design: Constitutional council with concrete-review backstop,0.623,0.713,0.632,0.586,0.786,0.621,0.013,0.054,0.327,0.012
Supreme Court Simulator Design,judicial-electorate-selection,strong-mandate-legislation,scd__strong-mandate-legislation,Supreme Court Simulator Design: Strong-Mandate Legislation,0.750,scd__judicial-electorate-selection,Supreme Court Simulator Design: Judicial electorate selection court,0.624,0.705,0.644,0.584,0.779,0.598,0.013,0.057,0.331,0.017
Supreme Court Simulator Design,current-us-like,appointment-timing-manipulation,scd__appointment-timing-manipulation,Supreme Court Simulator Design: Appointment Timing Manipulation,1.000,scd__current-us-like,Supreme Court Simulator Design: Stylized current U.S.-like supreme court,0.593,0.666,0.641,0.574,0.699,0.462,0.042,0.239,0.408,0.018
Supreme Court Simulator Design,term-limited-balanced,appointment-timing-manipulation,scd__appointment-timing-manipulation,Supreme Court Simulator Design: Appointment Timing Manipulation,1.000,scd__term-limited-balanced,Supreme Court Simulator Design: 18-year staggered terms + regular appointments,0.610,0.675,0.638,0.582,0.744,0.575,0.043,0.072,0.374,0.026
Supreme Court Simulator Design,nonpartisan-commission,appointment-timing-manipulation,scd__appointment-timing-manipulation,Supreme Court Simulator Design: Appointment Timing Manipulation,1.000,scd__nonpartisan-commission,Supreme Court Simulator Design: Nonpartisan commission appointments,0.609,0.678,0.641,0.586,0.747,0.584,0.034,0.073,0.376,0.026
Supreme Court Simulator Design,expanded-court-fifteen,appointment-timing-manipulation,scd__appointment-timing-manipulation,Supreme Court Simulator Design: Appointment Timing Manipulation,1.000,scd__expanded-court-fifteen,Supreme Court Simulator Design: Expanded 15-seat court,0.604,0.674,0.643,0.586,0.747,0.589,0.030,0.075,0.377,0.027
Supreme Court Simulator Design,supermajority-review,appointment-timing-manipulation,scd__appointment-timing-manipulation,Supreme Court Simulator Design: Appointment Timing Manipulation,1.000,scd__supermajority-review,Supreme Court Simulator Design: 60 percent invalidation threshold,0.610,0.680,0.636,0.581,0.741,0.571,0.046,0.066,0.376,0.021
Supreme Court Simulator Design,recusal-and-emergency-reform,appointment-timing-manipulation,scd__appointment-timing-manipulation,Supreme Court Simulator Design: Appointment Timing Manipulation,1.000,scd__recusal-and-emergency-reform,Supreme Court Simulator Design: Peer recusal + reasoned emergency docket,0.606,0.676,0.639,0.583,0.745,0.583,0.045,0.073,0.373,0.026
Supreme Court Simulator Design,panel-en-banc,appointment-timing-manipulation,scd__appointment-timing-manipulation,Supreme Court Simulator Design: Appointment Timing Manipulation,1.000,scd__panel-en-banc,Supreme Court Simulator Design: Three-judge panels with en banc correction,0.605,0.675,0.643,0.587,0.748,0.627,0.050,0.074,0.378,0.026
Supreme Court Simulator Design,cross-checking-courts,appointment-timing-manipulation,scd__appointment-timing-manipulation,Supreme Court Simulator Design: Appointment Timing Manipulation,1.000,scd__cross-checking-courts,Supreme Court Simulator Design: Supreme court with cross-checking constitutional court,0.591,0.677,0.623,0.574,0.746,0.591,0.023,0.067,0.398,0.015
Supreme Court Simulator Design,dual-supreme-courts,appointment-timing-manipulation,scd__appointment-timing-manipulation,Supreme Court Simulator Design: Appointment Timing Manipulation,1.000,scd__dual-supreme-courts,Supreme Court Simulator Design: Dual supreme courts with disagreement filter,0.581,0.657,0.637,0.583,0.744,0.596,0.023,0.066,0.403,0.024
Supreme Court Simulator Design,comparative-constitutional-senates,appointment-timing-manipulation,scd__appointment-timing-manipulation,Supreme Court Simulator Design: Appointment Timing Manipulation,1.000,scd__comparative-constitutional-senates,Supreme Court Simulator Design: Comparative 16-seat constitutional senates,0.600,0.683,0.635,0.579,0.749,0.620,0.030,0.063,0.374,0.021
Supreme Court Simulator Design,constitutional-council,appointment-timing-manipulation,scd__appointment-timing-manipulation,Supreme Court Simulator Design: Appointment Timing Manipulation,1.000,scd__constitutional-council,Supreme Court Simulator Design: Pre-enactment constitutional council,0.602,0.684,0.638,0.600,0.757,0.635,0.040,0.075,0.383,0.021
Supreme Court Simulator Design,legislative-override,appointment-timing-manipulation,scd__appointment-timing-manipulation,Supreme Court Simulator Design: Appointment Timing Manipulation,1.000,scd__legislative-override,Supreme Court Simulator Design: Judicial review with legislative supermajority override,0.606,0.673,0.642,0.587,0.749,0.583,0.020,0.073,0.384,0.026
Supreme Court Simulator Design,accountability-retention-court,appointment-timing-manipulation,scd__appointment-timing-manipulation,Supreme Court Simulator Design: Appointment Timing Manipulation,1.000,scd__accountability-retention-court,Supreme Court Simulator Design: Retention-election accountability court,0.606,0.676,0.639,0.595,0.746,0.586,0.035,0.076,0.389,0.022
Supreme Court Simulator Design,emergency-restraint-court,appointment-timing-manipulation,scd__appointment-timing-manipulation,Supreme Court Simulator Design: Appointment Timing Manipulation,1.000,scd__emergency-restraint-court,Supreme Court Simulator Design: No emergency relief without merits review,0.614,0.677,0.647,0.589,0.760,0.633,0.034,0.010,0.371,0.027
Supreme Court Simulator Design,randomized-merits-panels,appointment-timing-manipulation,scd__appointment-timing-manipulation,Supreme Court Simulator Design: Appointment Timing Manipulation,1.000,scd__randomized-merits-panels,Supreme Court Simulator Design: Randomized merits panels with en banc correction,0.605,0.678,0.642,0.585,0.749,0.627,0.045,0.074,0.376,0.025
Supreme Court Simulator Design,mandatory-written-emergency-reasoning,appointment-timing-manipulation,scd__appointment-timing-manipulation,Supreme Court Simulator Design: Appointment Timing Manipulation,1.000,scd__mandatory-written-emergency-reasoning,Supreme Court Simulator Design: Mandatory written emergency reasoning,0.606,0.677,0.640,0.585,0.746,0.582,0.046,0.045,0.377,0.027
Supreme Court Simulator Design,automatic-merits-follow-up,appointment-timing-manipulation,scd__appointment-timing-manipulation,Supreme Court Simulator Design: Appointment Timing Manipulation,1.000,scd__automatic-merits-follow-up,Supreme Court Simulator Design: Automatic merits follow-up for emergency relief,0.609,0.669,0.648,0.589,0.756,0.612,0.045,0.016,0.373,0.031
Supreme Court Simulator Design,strong-recusal-enforcement,appointment-timing-manipulation,scd__appointment-timing-manipulation,Supreme Court Simulator Design: Appointment Timing Manipulation,1.000,scd__strong-recusal-enforcement,Supreme Court Simulator Design: Independent recusal enforcement with substitutes,0.605,0.676,0.643,0.587,0.749,0.600,0.030,0.075,0.377,0.024
Supreme Court Simulator Design,jurisdiction-stripping-constraints,appointment-timing-manipulation,scd__appointment-timing-manipulation,Supreme Court Simulator Design: Appointment Timing Manipulation,1.000,scd__jurisdiction-stripping-constraints,Supreme Court Simulator Design: Jurisdiction stripping constrained by rights carveouts,0.610,0.673,0.640,0.588,0.753,0.585,0.020,0.073,0.381,0.027
Supreme Court Simulator Design,legislative-override-window,appointment-timing-manipulation,scd__appointment-timing-manipulation,Supreme Court Simulator Design: Appointment Timing Manipulation,1.000,scd__legislative-override-window,Supreme Court Simulator Design: Time-limited legislative override window,0.605,0.674,0.641,0.589,0.747,0.586,0.020,0.075,0.388,0.028
Supreme Court Simulator Design,constitutional-remand,appointment-timing-manipulation,scd__appointment-timing-manipulation,Supreme Court Simulator Design: Appointment Timing Manipulation,1.000,scd__constitutional-remand,Supreme Court Simulator Design: Constitutional remand before invalidation,0.606,0.695,0.638,0.602,0.759,0.617,0.034,0.073,0.375,0.020
Supreme Court Simulator Design,public-interest-litigation-filter,appointment-timing-manipulation,scd__appointment-timing-manipulation,Supreme Court Simulator Design: Appointment Timing Manipulation,1.000,scd__public-interest-litigation-filter,Supreme Court Simulator Design: Public-interest litigation filter,0.607,0.676,0.644,0.585,0.748,0.588,0.034,0.073,0.372,0.024
Supreme Court Simulator Design,emergency-integrity-package,appointment-timing-manipulation,scd__appointment-timing-manipulation,Supreme Court Simulator Design: Appointment Timing Manipulation,1.000,scd__emergency-integrity-package,Supreme Court Simulator Design: Emergency integrity package,0.609,0.677,0.648,0.590,0.761,0.640,0.030,0.016,0.374,0.026
Supreme Court Simulator Design,remand-override-window-package,appointment-timing-manipulation,scd__appointment-timing-manipulation,Supreme Court Simulator Design: Appointment Timing Manipulation,1.000,scd__remand-override-window-package,Supreme Court Simulator Design: Constitutional remand with override window,0.604,0.696,0.638,0.600,0.760,0.619,0.035,0.046,0.375,0.019
Supreme Court Simulator Design,panel-jurisdiction-safeguards,appointment-timing-manipulation,scd__appointment-timing-manipulation,Supreme Court Simulator Design: Appointment Timing Manipulation,1.000,scd__panel-jurisdiction-safeguards,Supreme Court Simulator Design: Random panels with jurisdiction safeguards,0.603,0.676,0.638,0.586,0.752,0.629,0.048,0.064,0.384,0.024
Supreme Court Simulator Design,council-concrete-hybrid,appointment-timing-manipulation,scd__appointment-timing-manipulation,Supreme Court Simulator Design: Appointment Timing Manipulation,1.000,scd__council-concrete-hybrid,Supreme Court Simulator Design: Constitutional council with concrete-review backstop,0.601,0.687,0.640,0.601,0.760,0.647,0.029,0.072,0.384,0.021
Supreme Court Simulator Design,judicial-electorate-selection,appointment-timing-manipulation,scd__appointment-timing-manipulation,Supreme Court Simulator Design: Appointment Timing Manipulation,1.000,scd__judicial-electorate-selection,Supreme Court Simulator Design: Judicial electorate selection court,0.601,0.678,0.643,0.589,0.751,0.605,0.023,0.075,0.379,0.025
Supreme Court Simulator Design,current-us-like,emergency-application-flood,scd__emergency-application-flood,Supreme Court Simulator Design: Emergency Application Flood,1.000,scd__current-us-like,Supreme Court Simulator Design: Stylized current U.S.-like supreme court,0.472,0.486,0.665,0.606,0.545,0.365,0.089,0.514,0.708,0.105
Supreme Court Simulator Design,term-limited-balanced,emergency-application-flood,scd__emergency-application-flood,Supreme Court Simulator Design: Emergency Application Flood,1.000,scd__term-limited-balanced,Supreme Court Simulator Design: 18-year staggered terms + regular appointments,0.488,0.514,0.613,0.629,0.621,0.568,0.086,0.208,0.644,0.178
Supreme Court Simulator Design,nonpartisan-commission,emergency-application-flood,scd__emergency-application-flood,Supreme Court Simulator Design: Emergency Application Flood,1.000,scd__nonpartisan-commission,Supreme Court Simulator Design: Nonpartisan commission appointments,0.482,0.506,0.617,0.633,0.625,0.581,0.053,0.208,0.648,0.185
Supreme Court Simulator Design,expanded-court-fifteen,emergency-application-flood,scd__emergency-application-flood,Supreme Court Simulator Design: Emergency Application Flood,1.000,scd__expanded-court-fifteen,Supreme Court Simulator Design: Expanded 15-seat court,0.479,0.510,0.614,0.630,0.623,0.585,0.059,0.208,0.647,0.182
Supreme Court Simulator Design,supermajority-review,emergency-application-flood,scd__emergency-application-flood,Supreme Court Simulator Design: Emergency Application Flood,1.000,scd__supermajority-review,Supreme Court Simulator Design: 60 percent invalidation threshold,0.498,0.553,0.606,0.613,0.611,0.540,0.085,0.199,0.645,0.125
Supreme Court Simulator Design,recusal-and-emergency-reform,emergency-application-flood,scd__emergency-application-flood,Supreme Court Simulator Design: Emergency Application Flood,1.000,scd__recusal-and-emergency-reform,Supreme Court Simulator Design: Peer recusal + reasoned emergency docket,0.483,0.509,0.616,0.631,0.622,0.579,0.088,0.206,0.644,0.180
Supreme Court Simulator Design,panel-en-banc,emergency-application-flood,scd__emergency-application-flood,Supreme Court Simulator Design: Emergency Application Flood,1.000,scd__panel-en-banc,Supreme Court Simulator Design: Three-judge panels with en banc correction,0.482,0.511,0.620,0.631,0.626,0.622,0.089,0.209,0.646,0.183
Supreme Court Simulator Design,cross-checking-courts,emergency-application-flood,scd__emergency-application-flood,Supreme Court Simulator Design: Emergency Application Flood,1.000,scd__cross-checking-courts,Supreme Court Simulator Design: Supreme court with cross-checking constitutional court,0.476,0.550,0.589,0.601,0.620,0.578,0.041,0.198,0.671,0.092
Supreme Court Simulator Design,dual-supreme-courts,emergency-application-flood,scd__emergency-application-flood,Supreme Court Simulator Design: Emergency Application Flood,1.000,scd__dual-supreme-courts,Supreme Court Simulator Design: Dual supreme courts with disagreement filter,0.440,0.461,0.615,0.635,0.618,0.578,0.038,0.202,0.680,0.198
Supreme Court Simulator Design,comparative-constitutional-senates,emergency-application-flood,scd__emergency-application-flood,Supreme Court Simulator Design: Emergency Application Flood,1.000,scd__comparative-constitutional-senates,Supreme Court Simulator Design: Comparative 16-seat constitutional senates,0.488,0.558,0.609,0.613,0.621,0.609,0.052,0.202,0.649,0.114
Supreme Court Simulator Design,constitutional-council,emergency-application-flood,scd__emergency-application-flood,Supreme Court Simulator Design: Emergency Application Flood,1.000,scd__constitutional-council,Supreme Court Simulator Design: Pre-enactment constitutional council,0.477,0.522,0.623,0.667,0.640,0.663,0.068,0.208,0.664,0.173
Supreme Court Simulator Design,legislative-override,emergency-application-flood,scd__emergency-application-flood,Supreme Court Simulator Design: Emergency Application Flood,1.000,scd__legislative-override,Supreme Court Simulator Design: Judicial review with legislative supermajority override,0.477,0.497,0.622,0.648,0.626,0.583,0.039,0.211,0.669,0.193
Supreme Court Simulator Design,accountability-retention-court,emergency-application-flood,scd__emergency-application-flood,Supreme Court Simulator Design: Emergency Application Flood,1.000,scd__accountability-retention-court,Supreme Court Simulator Design: Retention-election accountability court,0.484,0.515,0.608,0.648,0.626,0.580,0.057,0.206,0.658,0.176
Supreme Court Simulator Design,emergency-restraint-court,emergency-application-flood,scd__emergency-application-flood,Supreme Court Simulator Design: Emergency Application Flood,1.000,scd__emergency-restraint-court,Supreme Court Simulator Design: No emergency relief without merits review,0.477,0.436,0.637,0.669,0.666,0.707,0.060,0.059,0.645,0.299
Supreme Court Simulator Design,randomized-merits-panels,emergency-application-flood,scd__emergency-application-flood,Supreme Court Simulator Design: Emergency Application Flood,1.000,scd__randomized-merits-panels,Supreme Court Simulator Design: Randomized merits panels with en banc correction,0.478,0.506,0.621,0.635,0.626,0.628,0.091,0.211,0.650,0.183
Supreme Court Simulator Design,mandatory-written-emergency-reasoning,emergency-application-flood,scd__emergency-application-flood,Supreme Court Simulator Design: Emergency Application Flood,1.000,scd__mandatory-written-emergency-reasoning,Supreme Court Simulator Design: Mandatory written emergency reasoning,0.487,0.534,0.607,0.622,0.617,0.562,0.085,0.169,0.647,0.159
Supreme Court Simulator Design,automatic-merits-follow-up,emergency-application-flood,scd__emergency-application-flood,Supreme Court Simulator Design: Emergency Application Flood,1.000,scd__automatic-merits-follow-up,Supreme Court Simulator Design: Automatic merits follow-up for emergency relief,0.465,0.417,0.634,0.677,0.658,0.685,0.085,0.072,0.655,0.326
Supreme Court Simulator Design,strong-recusal-enforcement,emergency-application-flood,scd__emergency-application-flood,Supreme Court Simulator Design: Emergency Application Flood,1.000,scd__strong-recusal-enforcement,Supreme Court Simulator Design: Independent recusal enforcement with substitutes,0.479,0.506,0.617,0.632,0.626,0.599,0.055,0.209,0.647,0.189
Supreme Court Simulator Design,jurisdiction-stripping-constraints,emergency-application-flood,scd__emergency-application-flood,Supreme Court Simulator Design: Emergency Application Flood,1.000,scd__jurisdiction-stripping-constraints,Supreme Court Simulator Design: Jurisdiction stripping constrained by rights carveouts,0.482,0.502,0.620,0.640,0.628,0.582,0.038,0.209,0.664,0.187
Supreme Court Simulator Design,legislative-override-window,emergency-application-flood,scd__emergency-application-flood,Supreme Court Simulator Design: Emergency Application Flood,1.000,scd__legislative-override-window,Supreme Court Simulator Design: Time-limited legislative override window,0.478,0.498,0.621,0.652,0.628,0.586,0.039,0.208,0.669,0.191
Supreme Court Simulator Design,constitutional-remand,emergency-application-flood,scd__emergency-application-flood,Supreme Court Simulator Design: Emergency Application Flood,1.000,scd__constitutional-remand,Supreme Court Simulator Design: Constitutional remand before invalidation,0.493,0.559,0.617,0.653,0.640,0.624,0.054,0.205,0.640,0.132
Supreme Court Simulator Design,public-interest-litigation-filter,emergency-application-flood,scd__emergency-application-flood,Supreme Court Simulator Design: Emergency Application Flood,1.000,scd__public-interest-litigation-filter,Supreme Court Simulator Design: Public-interest litigation filter,0.488,0.523,0.623,0.629,0.626,0.588,0.058,0.206,0.644,0.162
Supreme Court Simulator Design,emergency-integrity-package,emergency-application-flood,scd__emergency-application-flood,Supreme Court Simulator Design: Emergency Application Flood,1.000,scd__emergency-integrity-package,Supreme Court Simulator Design: Emergency integrity package,0.467,0.430,0.635,0.670,0.666,0.712,0.050,0.072,0.646,0.304
Supreme Court Simulator Design,remand-override-window-package,emergency-application-flood,scd__emergency-application-flood,Supreme Court Simulator Design: Emergency Application Flood,1.000,scd__remand-override-window-package,Supreme Court Simulator Design: Constitutional remand with override window,0.489,0.571,0.613,0.651,0.636,0.619,0.056,0.171,0.650,0.123
Supreme Court Simulator Design,panel-jurisdiction-safeguards,emergency-application-flood,scd__emergency-application-flood,Supreme Court Simulator Design: Emergency Application Flood,1.000,scd__panel-jurisdiction-safeguards,Supreme Court Simulator Design: Random panels with jurisdiction safeguards,0.485,0.541,0.607,0.622,0.622,0.614,0.085,0.200,0.658,0.134
Supreme Court Simulator Design,council-concrete-hybrid,emergency-application-flood,scd__emergency-application-flood,Supreme Court Simulator Design: Emergency Application Flood,1.000,scd__council-concrete-hybrid,Supreme Court Simulator Design: Constitutional council with concrete-review backstop,0.484,0.541,0.624,0.657,0.645,0.668,0.048,0.204,0.653,0.147
Supreme Court Simulator Design,judicial-electorate-selection,emergency-application-flood,scd__emergency-application-flood,Supreme Court Simulator Design: Emergency Application Flood,1.000,scd__judicial-electorate-selection,Supreme Court Simulator Design: Judicial electorate selection court,0.472,0.506,0.616,0.635,0.627,0.603,0.049,0.210,0.653,0.184
Supreme Court Simulator Design,current-us-like,override-evasion-loop,scd__override-evasion-loop,Supreme Court Simulator Design: Override Evasion Loop,1.000,scd__current-us-like,Supreme Court Simulator Design: Stylized current U.S.-like supreme court,0.510,0.499,0.613,0.593,0.609,0.419,0.070,0.360,0.630,0.105
Supreme Court Simulator Design,term-limited-balanced,override-evasion-loop,scd__override-evasion-loop,Supreme Court Simulator Design: Override Evasion Loop,1.000,scd__term-limited-balanced,Supreme Court Simulator Design: 18-year staggered terms + regular appointments,0.516,0.492,0.590,0.612,0.668,0.576,0.067,0.125,0.592,0.160
Supreme Court Simulator Design,nonpartisan-commission,override-evasion-loop,scd__override-evasion-loop,Supreme Court Simulator Design: Override Evasion Loop,1.000,scd__nonpartisan-commission,Supreme Court Simulator Design: Nonpartisan commission appointments,0.512,0.487,0.596,0.616,0.673,0.587,0.045,0.126,0.595,0.171
Supreme Court Simulator Design,expanded-court-fifteen,override-evasion-loop,scd__override-evasion-loop,Supreme Court Simulator Design: Override Evasion Loop,1.000,scd__expanded-court-fifteen,Supreme Court Simulator Design: Expanded 15-seat court,0.509,0.493,0.591,0.614,0.671,0.589,0.045,0.130,0.595,0.163
Supreme Court Simulator Design,supermajority-review,override-evasion-loop,scd__override-evasion-loop,Supreme Court Simulator Design: Override Evasion Loop,1.000,scd__supermajority-review,Supreme Court Simulator Design: 60 percent invalidation threshold,0.523,0.524,0.575,0.602,0.662,0.554,0.067,0.118,0.584,0.134
Supreme Court Simulator Design,recusal-and-emergency-reform,override-evasion-loop,scd__override-evasion-loop,Supreme Court Simulator Design: Override Evasion Loop,1.000,scd__recusal-and-emergency-reform,Supreme Court Simulator Design: Peer recusal + reasoned emergency docket,0.514,0.495,0.593,0.612,0.671,0.581,0.066,0.124,0.588,0.160
Supreme Court Simulator Design,panel-en-banc,override-evasion-loop,scd__override-evasion-loop,Supreme Court Simulator Design: Override Evasion Loop,1.000,scd__panel-en-banc,Supreme Court Simulator Design: Three-judge panels with en banc correction,0.513,0.499,0.591,0.611,0.673,0.617,0.072,0.127,0.586,0.153
Supreme Court Simulator Design,cross-checking-courts,override-evasion-loop,scd__override-evasion-loop,Supreme Court Simulator Design: Override Evasion Loop,1.000,scd__cross-checking-courts,Supreme Court Simulator Design: Supreme court with cross-checking constitutional court,0.510,0.545,0.555,0.592,0.669,0.584,0.031,0.119,0.600,0.088
Supreme Court Simulator Design,dual-supreme-courts,override-evasion-loop,scd__override-evasion-loop,Supreme Court Simulator Design: Override Evasion Loop,1.000,scd__dual-supreme-courts,Supreme Court Simulator Design: Dual supreme courts with disagreement filter,0.483,0.465,0.592,0.613,0.668,0.591,0.031,0.120,0.619,0.171
Supreme Court Simulator Design,comparative-constitutional-senates,override-evasion-loop,scd__override-evasion-loop,Supreme Court Simulator Design: Override Evasion Loop,1.000,scd__comparative-constitutional-senates,Supreme Court Simulator Design: Comparative 16-seat constitutional senates,0.514,0.525,0.586,0.608,0.671,0.620,0.042,0.120,0.591,0.132
Supreme Court Simulator Design,constitutional-council,override-evasion-loop,scd__override-evasion-loop,Supreme Court Simulator Design: Override Evasion Loop,1.000,scd__constitutional-council,Supreme Court Simulator Design: Pre-enactment constitutional council,0.504,0.497,0.600,0.653,0.685,0.650,0.054,0.123,0.620,0.155
Supreme Court Simulator Design,legislative-override,override-evasion-loop,scd__override-evasion-loop,Supreme Court Simulator Design: Override Evasion Loop,1.000,scd__legislative-override,Supreme Court Simulator Design: Judicial review with legislative supermajority override,0.506,0.478,0.600,0.635,0.672,0.586,0.028,0.125,0.627,0.162
Supreme Court Simulator Design,accountability-retention-court,override-evasion-loop,scd__override-evasion-loop,Supreme Court Simulator Design: Override Evasion Loop,1.000,scd__accountability-retention-court,Supreme Court Simulator Design: Retention-election accountability court,0.510,0.489,0.573,0.650,0.671,0.587,0.046,0.123,0.619,0.160
Supreme Court Simulator Design,emergency-restraint-court,override-evasion-loop,scd__override-evasion-loop,Supreme Court Simulator Design: Override Evasion Loop,1.000,scd__emergency-restraint-court,Supreme Court Simulator Design: No emergency relief without merits review,0.518,0.465,0.613,0.627,0.696,0.661,0.047,0.029,0.595,0.193
Supreme Court Simulator Design,randomized-merits-panels,override-evasion-loop,scd__override-evasion-loop,Supreme Court Simulator Design: Override Evasion Loop,1.000,scd__randomized-merits-panels,Supreme Court Simulator Design: Randomized merits panels with en banc correction,0.511,0.495,0.592,0.611,0.674,0.622,0.065,0.126,0.589,0.159
Supreme Court Simulator Design,mandatory-written-emergency-reasoning,override-evasion-loop,scd__override-evasion-loop,Supreme Court Simulator Design: Override Evasion Loop,1.000,scd__mandatory-written-emergency-reasoning,Supreme Court Simulator Design: Mandatory written emergency reasoning,0.511,0.499,0.586,0.611,0.666,0.576,0.066,0.094,0.594,0.159
Supreme Court Simulator Design,automatic-merits-follow-up,override-evasion-loop,scd__override-evasion-loop,Supreme Court Simulator Design: Override Evasion Loop,1.000,scd__automatic-merits-follow-up,Supreme Court Simulator Design: Automatic merits follow-up for emergency relief,0.513,0.460,0.610,0.625,0.692,0.637,0.062,0.038,0.594,0.206
Supreme Court Simulator Design,strong-recusal-enforcement,override-evasion-loop,scd__override-evasion-loop,Supreme Court Simulator Design: Override Evasion Loop,1.000,scd__strong-recusal-enforcement,Supreme Court Simulator Design: Independent recusal enforcement with substitutes,0.510,0.491,0.592,0.612,0.673,0.599,0.045,0.126,0.591,0.160
Supreme Court Simulator Design,jurisdiction-stripping-constraints,override-evasion-loop,scd__override-evasion-loop,Supreme Court Simulator Design: Override Evasion Loop,1.000,scd__jurisdiction-stripping-constraints,Supreme Court Simulator Design: Jurisdiction stripping constrained by rights carveouts,0.511,0.483,0.595,0.627,0.675,0.587,0.029,0.125,0.617,0.161
Supreme Court Simulator Design,legislative-override-window,override-evasion-loop,scd__override-evasion-loop,Supreme Court Simulator Design: Override Evasion Loop,1.000,scd__legislative-override-window,Supreme Court Simulator Design: Time-limited legislative override window,0.509,0.486,0.597,0.636,0.675,0.584,0.028,0.125,0.622,0.159
Supreme Court Simulator Design,constitutional-remand,override-evasion-loop,scd__override-evasion-loop,Supreme Court Simulator Design: Override Evasion Loop,1.000,scd__constitutional-remand,Supreme Court Simulator Design: Constitutional remand before invalidation,0.523,0.545,0.593,0.647,0.685,0.624,0.046,0.127,0.593,0.115
Supreme Court Simulator Design,public-interest-litigation-filter,override-evasion-loop,scd__override-evasion-loop,Supreme Court Simulator Design: Override Evasion Loop,1.000,scd__public-interest-litigation-filter,Supreme Court Simulator Design: Public-interest litigation filter,0.515,0.495,0.606,0.618,0.674,0.596,0.045,0.129,0.595,0.157
Supreme Court Simulator Design,emergency-integrity-package,override-evasion-loop,scd__override-evasion-loop,Supreme Court Simulator Design: Override Evasion Loop,1.000,scd__emergency-integrity-package,Supreme Court Simulator Design: Emergency integrity package,0.512,0.462,0.616,0.628,0.698,0.666,0.046,0.038,0.595,0.203
Supreme Court Simulator Design,remand-override-window-package,override-evasion-loop,scd__override-evasion-loop,Supreme Court Simulator Design: Override Evasion Loop,1.000,scd__remand-override-window-package,Supreme Court Simulator Design: Constitutional remand with override window,0.523,0.558,0.585,0.640,0.685,0.617,0.045,0.094,0.590,0.113
Supreme Court Simulator Design,panel-jurisdiction-safeguards,override-evasion-loop,scd__override-evasion-loop,Supreme Court Simulator Design: Override Evasion Loop,1.000,scd__panel-jurisdiction-safeguards,Supreme Court Simulator Design: Random panels with jurisdiction safeguards,0.507,0.507,0.576,0.616,0.669,0.620,0.066,0.119,0.609,0.143
Supreme Court Simulator Design,council-concrete-hybrid,override-evasion-loop,scd__override-evasion-loop,Supreme Court Simulator Design: Override Evasion Loop,1.000,scd__council-concrete-hybrid,Supreme Court Simulator Design: Constitutional council with concrete-review backstop,0.507,0.509,0.604,0.652,0.688,0.660,0.039,0.125,0.617,0.142
Supreme Court Simulator Design,judicial-electorate-selection,override-evasion-loop,scd__override-evasion-loop,Supreme Court Simulator Design: Override Evasion Loop,1.000,scd__judicial-electorate-selection,Supreme Court Simulator Design: Judicial electorate selection court,0.507,0.495,0.594,0.613,0.675,0.598,0.034,0.127,0.590,0.163
